iso3,location,region,hrp_location,indicator_id,date,alert_level,value,plot,map,plot2,other_images,summary_long,summary_short,summary_source,hdx_url,source_url,other_urls,further_information,campaign_url,campaign_date,signals_version
NAM,Namibia,Southern and Eastern Africa,False,ipc_food_insecurity,2021-10-01 00:00:00,High concern,0.05,https://mcusercontent.com/ea3f905d50ea939780139789d/images/2083b3af-87a8-a378-d7f7-1f42c76403d8.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/e063da07-545e-e21a-d078-96f3c32fdfe9.png,,,"<b>Overview:</b><br><br> The current food insecurity situation necessitates urgent interventions to save lives, reduce food consumption gaps, and safeguard livelihoods, particularly for populations in IPC Phase 3 (Crisis) and IPC Phase 4 (Emergency). Key priorities include targeted humanitarian assistance, enhancing access to food in deficit areas, promoting climate-smart agriculture, and bolstering pest and disease surveillance. Additionally, measures to monitor and mitigate the impacts of COVID-19, ensure nutritional assessment, and provide water resources are crucial while encouraging long-term development to reduce dependency on aid. <br><br><b>Recommendations:</b><br><br> Key recommendations include increasing urgent humanitarian assistance to address immediate food security needs, with a focus on regions experiencing the highest levels of acute food insecurity (IPC Phase 3 and above). Additionally, enhance and sustain government food assistance programs, such as the food bank, to support vulnerable populations through to at least March 2022. Lastly, implement targeted resilience-building measures in drought-prone and high-unemployment areas to mitigate future food security challenges.",Urgent interventions needed to combat food crisis in IPC Phase 3-4.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155353/,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIN72#NAM,2021-10-01,0.1.0
NAM,Namibia,Southern and Eastern Africa,False,ipc_food_insecurity,2023-07-01 00:00:00,Medium concern,0.26,https://mcusercontent.com/ea3f905d50ea939780139789d/images/7b537511-eebd-af19-1ffb-682aa4eaade6.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/c6e32675-044a-f136-b7f8-fefdd02dc275.png,,,"<b>Overview:</b><br><br> The current food insecurity situation is being addressed by prioritizing resilience and climate-smart agricultural practices, enhancing water infrastructure for better resource management, and increasing availability of essential farming equipment. The Ministry of Agriculture, Water and Land Reform (MAWLR) aims to support non-operational green schemes to foster productivity and employment, while also developing underground water resources in northern Namibia. Additionally, the Ministry of Gender Equality, Poverty Eradication and Social Welfare focuses on continued food distribution to marginalized communities. <br><br><b>Recommendations:</b><br><br> Key recommendations to address Namibia's food security situation include: urgent measures to reduce food gaps and protect livelihoods in the severely affected regions, with a focus on interventions in areas at IPC Phase 3 or above. Efforts should also include targeted drought relief and bolstering government interventions in moderately affected regions to prevent further deterioration. Additionally, initiatives aimed at stabilizing purchasing power against global price increases are crucial for sustainable improvement.",Urgent measures recommended to mitigate severe food insecurity impacts statewide.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156545/?iso3=NAM,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIOkg#NAM,2023-07-01,0.1.0
PAK,Pakistan,Asia and the Pacific,False,ipc_food_insecurity,2019-04-01 00:00:00,Medium concern,0.51,https://mcusercontent.com/ea3f905d50ea939780139789d/images/7c7ddcac-fc25-6e3b-51f0-03339d0a4242.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/40511cb2-4597-018c-e2c9-1fa4cf4b21a5.png,,,"<b>Overview:</b><br><br> In response to ongoing drought and food insecurity in affected districts, immediate measures are necessary to save lives and livelihoods, focusing on livestock protection, drought-resistant agriculture, and emergency food and cash aid. Livestock interventions include vaccination campaigns, feed provision, and setting up temporary markets, while agricultural efforts emphasize drought-resistant crops and water resource rehabilitation. Additionally, there's an urgent call for nutrition support to combat acute malnutrition and diversifying income generation through small-scale industries and vocational training. <br><br><b>Recommendations:</b><br><br> To address the food security situation in both Balochistan and Sindh, urgent action is required to save lives and livelihoods in areas classified as IPC Phase 4 (Emergency), and to protect livelihoods and reduce food consumption gaps in regions classified as IPC Phase 3 (Crisis). The recommendations emphasize the need for emergency response strategies, including food assistance, livelihood support, and improved water access for agriculture and livestock. Additionally, long-term resilience-building measures such as drought-resistant agricultural practices and sustainable water management are necessary to mitigate future drought impacts.","Drought response focuses on livestock aid, drought-resistant crops, emergency food.",IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152198/?iso3=PAK,," This IPC/CH analysis covers a partial area of Pakistan, : Sindh & Balochistan.. Refer to the source documents for clarity on coverage and time series comparability, as coverage of previous analyses may be different. Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRINN2#PAK,2019-04-01,0.1.0
PAK,Pakistan,Asia and the Pacific,False,ipc_food_insecurity,2020-01-01 00:00:00,Medium concern,0.51,https://mcusercontent.com/ea3f905d50ea939780139789d/images/48a0a127-4af5-87a6-884e-4399b02c362a.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/67a2ac87-9bff-3c8b-7cb7-ea978df0ad2a.png,,,"<b>Overview:</b><br><br> The current food insecurity situation in the analysed regions is severe, with high levels of acute food insecurity and malnutrition. Immediate interventions are required to save lives and restore livelihoods, including the provision of high-yielding seeds, toolkits, livestock support, water infrastructure rehabilitation, and nutrition programs. Regular monitoring and adaptations are necessary due to rising inflation and potential worsening of food security conditions. <br><br><b>Recommendations:</b><br><br> The key recommendations to address the food security situation in the newly merged areas of Khyber Pakhtunkhwa include urgent humanitarian support to save lives and livelihoods for those in IPC Phase 3 (Crisis) and Phase 4 (Emergency) and efforts to protect and rehabilitate livelihoods to reduce food consumption gaps. Additionally, it is crucial to focus on restoring infrastructure and markets that were damaged due to prolonged conflict and terrorism in the region. Continuous monitoring and tailored interventions are essential to respond effectively as the situation evolves.",Immediate interventions needed to address severe food insecurity and malnutrition.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152728/?iso3=PAK,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRINUc#PAK,2020-01-01,0.1.0
PAK,Pakistan,Asia and the Pacific,False,ipc_food_insecurity,2021-10-01 00:00:00,Medium concern,0.26,https://mcusercontent.com/ea3f905d50ea939780139789d/images/18c3d644-32fa-39a2-3296-2db6b4468afb.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/b96d3dbb-49f2-eea7-dcfd-108e6bd480dd.png,,,"<b>Overview:</b><br><br> Current efforts to address food insecurity involve providing both immediate humanitarian assistance and longer-term support for livelihoods. There are initiatives focused on delivering seeds, toolkits, and livestock to improve agricultural output, alongside programs for livestock protection, water infrastructure development, and climate-smart agriculture training. Additionally, there is a strong emphasis on enhancing the economic empowerment of women and building community capacity for food processing and preservation. <br><br><b>Recommendations:</b><br><br> Key recommendations include taking urgent action to protect livelihoods and reduce food consumption gaps for people in Crisis (IPC Phase 3) and to save lives and livelihoods for those in Emergency (IPC Phase 4). Additionally, immediate interventions are needed to address acute malnutrition among children, particularly in Sindh. Prioritizing these efforts could help mitigate the impacts of food insecurity, malnutrition, and poverty exacerbated by recent shocks.","Urgent actions needed to protect livelihoods, address malnutrition, amid crisis.",IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155374/?iso3=PAK,," This IPC/CH analysis covers a partial area of Pakistan, : Sindh/Baloch/Kp.. Refer to the source documents for clarity on coverage and time series comparability, as coverage of previous analyses may be different. Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIN72#PAK,2021-10-01,0.1.0
PAK,Pakistan,Asia and the Pacific,False,ipc_food_insecurity,2022-09-01 00:00:00,High concern,0.13,https://mcusercontent.com/ea3f905d50ea939780139789d/images/9077ac1a-2df8-1861-cd65-05afa300f0bd.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/fd694a8a-c714-de93-91b8-defcc65b7d60.png,,,"<b>Overview:</b><br><br> The current food insecurity situation involves targeted humanitarian assistance such as cash and voucher programs to address food consumption gaps for populations in critical phases. Efforts include providing quality seeds, drought-resilient crops, and climate-smart agriculture training to subsistence farmers, alongside supporting livelihoods through diversified income-generation activities. Livestock protection, water infrastructure rehabilitation, and the economic empowerment of women are also key strategies being implemented to enhance resilience and improve food security among vulnerable households. <br><br><b>Recommendations:</b><br><br> To address the acute food insecurity in the specified districts of Balochistan, Khyber Pakhtunkhwa, and Sindh, urgent action is recommended to mitigate food consumption gaps and save lives and livelihoods. This includes enhancing food access and availability, considering the adverse impacts of monsoon flooding, which has worsened food production, livestock survival, and employment opportunities. Efforts should also focus on stabilizing food commodity prices and improving livelihood opportunities to combat food insecurity.",Acute food insecurity crisis prompts urgent interventions in key districts.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156103/?iso3=PAK,," This IPC/CH analysis covers a partial area of Pakistan, : S/B/K Floodupdated.. Refer to the source documents for clarity on coverage and time series comparability, as coverage of previous analyses may be different. Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIOck#PAK,2022-09-01,0.1.0
PAK,Pakistan,Asia and the Pacific,False,ipc_food_insecurity,2023-04-01 00:00:00,Medium concern,0.32,https://mcusercontent.com/ea3f905d50ea939780139789d/images/3301ebeb-8467-26f1-82f9-f24ac352fc2a.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/324718a7-b837-1c0b-bbbb-6d03260c5402.png,,,"<b>Overview:</b><br><br> The current food insecurity situation necessitates increased humanitarian assistance to improve access to nutritious food, targeting populations in IPC Phase 3 and 4. Efforts focus on scaling up agricultural and livestock interventions, rehabilitating water infrastructure, and diversifying livelihoods to enhance productivity and income-generation, particularly for vulnerable smallholder and women farmers. It's crucial to use IPC data to inform and prioritize these interventions and incorporate women into economic growth activities to empower their participation in decision-making processes. <br><br><b>Recommendations:</b><br><br> To address the acute food insecurity situation, it is recommended to implement comprehensive and targeted food assistance programs tailored to the affected regions, particularly among the most vulnerable populations in Balochistan, Khyber Pakhtunkhwa, and Sindh. Enhancing livelihoods through support for agricultural recovery, infrastructure rehabilitation, and creating employment opportunities are crucial steps. Additionally, strengthening local food systems and building resilience against future climatic shocks will be essential for sustainable food security.","Urgent food aid needed to support vulnerable, improve agriculture and infrastructure.",IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156396/?iso3=PAK,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIOhQ#PAK,2023-04-01,0.1.0
PSE,State of Palestine,Middle East and North Africa,True,ipc_food_insecurity,2023-12-01 00:00:00,High concern,0.26,https://mcusercontent.com/ea3f905d50ea939780139789d/images/ffcec6e8-e05d-1a53-2b90-16970afa118c.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/ffca81d1-6cc3-3183-27ef-ac4c27165e81.png,,,"<b>Overview:</b><br><br> The current food insecurity situation in Gaza necessitates the restoration of safe and sustained humanitarian access to ensure the rapid delivery of life-saving assistance across multiple sectors, including food, water, medical supplies, and shelter materials. Reopening border crossings and allowing the free movement of these essential commodities without interruption is critical. Furthermore, immediate action is needed to restore basic services and infrastructure, such as water, electricity, health facilities, food production, and financial services, to prevent widespread deaths and meet the urgent needs of the most vulnerable populations. <br><br><b>Recommendations:</b><br><br> To address the food security crisis in the Gaza Strip, it is crucial to immediately halt hostilities and ensure unrestricted humanitarian access to deliver essential food and lifesaving assistance. Prioritize the restoration of basic services, especially healthcare and drinking water, and enable economic recovery to support agricultural, livestock, and fishing production. Special attention should be given to the most vulnerable groups, including children, pregnant and breastfeeding women, and the elderly, to mitigate the risk of famine and extreme malnutrition.","<b><i>Phase 5 alert<b></i> - Humanitarian access crucial for food, water, and aid delivery amidst crisis.",IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156749/?iso3=PSE,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIOnY#PSE,2023-12-01,0.1.0
SDN,Sudan,Southern and Eastern Africa,True,ipc_food_insecurity,2020-06-01 00:00:00,High concern,0.05,https://mcusercontent.com/ea3f905d50ea939780139789d/images/4941afed-b8d9-555a-90e7-ffd6b89fc393.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/abed3c1e-da25-290f-6d1d-e5fd776c2fad.png,,,"<b>Overview:</b><br><br> The current food insecurity situation involves urgent actions needed to save lives and livelihoods of populations in IPC Phase 4 (Emergency) and reduce food consumption gaps in IPC Phase 3 (Crisis). Efforts must focus on providing emergency agricultural and livestock support, scaling up diversified livelihood programs for resilience, and improving basic services and infrastructure. Additionally, initiatives addressing food security and nutrition for vulnerable groups are crucial, alongside promoting good nutritional practices and conducting essential agricultural and market policy reforms. <br><br><b>Recommendations:</b><br><br> To address the critical food insecurity in Sudan, it is recommended to implement urgent interventions such as bolstering food assistance programs and enhancing access to humanitarian aid to Crisis (IPC Phase 3) and Emergency (IPC Phase 4) populations. Strengthening livelihood support and market functioning, alongside measures to stabilize inflation and improve economic conditions, is crucial. Additionally, mitigating the impacts of conflict and displacement through peacebuilding initiatives and integrating displaced populations into food security programs are essential steps.",Emergency interventions needed to address critical food insecurity in crisis regions.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152718/,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRINW2#SDN,2020-06-01,0.1.0
SDN,Sudan,Southern and Eastern Africa,True,ipc_food_insecurity,2021-03-01 00:00:00,High concern,0.06,https://mcusercontent.com/ea3f905d50ea939780139789d/images/a3fb2254-4431-65c8-7dda-40b79db213d8.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/e581da89-ce71-c18a-253b-b6c3a6b445ff.png,,,"<b>Overview:</b><br><br> The situation requires urgent action to save lives and livelihoods of populations in IPC Phase 4 (Emergency) and reduce food consumption gaps for those in IPC Phase 3 (Crisis). Key measures include enhancing access to essential services, subsidizing agriculture inputs, and scaling up livelihood and resilience programs, particularly in flood and conflict-affected areas. Additional strategies involve improving conflict mitigation, facilitating seasonal animal movements, reactivating trade policies, and promoting good nutritional practices and food system improvements. <br><br><b>Recommendations:</b><br><br> Key recommendations to address the acute food insecurity situation in Sudan include the following: 

1. Immediate humanitarian assistance is essential to support the most critically affected populations, especially those in IPC Phase 4 (Emergency).
2. Conflict resolution and stabilization efforts are needed to mitigate population displacement and its impact on food security.
3. Economic interventions should aim to restore labor opportunities and stabilize food prices to improve overall purchasing power.",Urgent aid needed for Emergency and Crisis food insecurity phases.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1154879/?iso3=SDN,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIN3s#SDN,2021-03-01,0.1.0
SDN,Sudan,Southern and Eastern Africa,True,ipc_food_insecurity,2022-05-01 00:00:00,High concern,0.06,https://mcusercontent.com/ea3f905d50ea939780139789d/images/ef608514-b958-e939-a363-4b6a3782e9b3.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/47ca4dcd-8e1f-9b72-34e0-69ee7d664858.png,,,"<b>Overview:</b><br><br> Food insecurity remains a critical issue, exacerbated by conflict, flooding, and other shocks, necessitating enhanced livelihood and resilience interventions including safety nets, agricultural support, and conflict mitigation strategies. Efforts are concentrated on improving food systems, reducing waste, and ensuring access to basic services, particularly in drought and flood-affected areas, to prevent acute malnutrition and support returning displaced populations. Additionally, allocating resources to these initiatives and strengthening technical working groups aims to produce timely and effective food security information and responses. <br><br><b>Recommendations:</b><br><br> To address the worsening food security situation in Sudan, urgent and timely interventions focusing on stabilizing the economy, improving harvests, and mitigating conflict are recommended. Priority should be given to providing immediate food assistance, supporting agricultural productivity, and implementing conflict resolution strategies. These actions aim to prevent further decline and alleviate the high levels of acute food insecurity affecting millions.","Conflict and flooding drive worsening food insecurity, urgent interventions required.",IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155716/?iso3=SDN,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIOaA#SDN,2022-05-01,0.1.0
SDN,Sudan,Southern and Eastern Africa,True,ipc_food_insecurity,2023-06-01 00:00:00,High concern,0.13,https://mcusercontent.com/ea3f905d50ea939780139789d/images/9d89f419-68d7-6119-b4af-813507403db3.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/757333d8-9c9c-08e4-35a7-fddc6649f176.png,,,"<b>Overview:</b><br><br> The food insecurity situation in Sudan is critical, exacerbated by ongoing conflict that impedes humanitarian relief and necessitates peacebuilding for effective intervention. Immediate and comprehensive humanitarian assistance is essential to prevent further deterioration, especially for IDPs and refugees, requiring multi-sectoral support including health services, agricultural inputs, and social protection programs. Enhanced efforts are also needed to boost livelihood resilience and address the impacts of climate change. <br><br><b>Recommendations:</b><br><br> Key recommendations include immediate humanitarian assistance to those in IPC Phase 3 and above to address acute food insecurity, particularly in conflict-affected regions like Greater Darfur and Greater Kordofan. There is also a need for stabilization and reconstruction efforts to repair critical infrastructure, and lastly, strategies to secure and stabilize the food supply chain to counteract disruptions caused by the ongoing conflict and economic conditions.",Conflict exacerbates critical food insecurity; urgent multi-sectoral assistance needed immediately.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156504/?iso3=SDN,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRIOjk#SDN,2023-06-01,0.1.0
SLE,Sierra Leone,West and Central Africa,False,ipc_food_insecurity,2021-03-01 00:00:00,Medium concern,0.22,https://mcusercontent.com/ea3f905d50ea939780139789d/images/a6d58368-6bab-bf32-3f04-9f697901bd11.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/6f5f8004-8327-b47f-f009-c70bad4b7e6d.png,,,,22% of the projected analyzed population in P3+,,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/ch/CH_Regional_Acute_Food_and_Nutrition_Insecurity_2021MarAug.pdf,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">CH report</a> for more information. Note that the report is in French.",http://eepurl.com/iRIN3s#SLE,2021-03-01,0.1.0
SLE,Sierra Leone,West and Central Africa,False,ipc_food_insecurity,2024-03-01 00:00:00,Medium concern,0.2,https://mcusercontent.com/ea3f905d50ea939780139789d/images/83e38b53-3f9b-5a8d-3bea-da751237b1ac.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/b0e08c6c-c5c9-2f01-1465-9cde3cec9b5f.png,,,,20% of the projected analyzed population in P3+,,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/ch/FICHE_COMMUNICATION_-_MARS_2024_VF.pdf,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">CH report</a> for more information. Note that the report is in French.",http://eepurl.com/iRIOps#SLE,2024-03-01,0.1.0
SLV,El Salvador,Latin America and the Caribbean,True,ipc_food_insecurity,2018-11-01 00:00:00,High concern,0.05,https://mcusercontent.com/ea3f905d50ea939780139789d/images/c204ed50-088d-5910-caba-889c59d8b664.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/8ba9d24e-641d-0e6a-dd74-233ea03557de.png,,,"<b>Overview:</b><br><br> Currently, food insecurity remains a significant global challenge, exacerbated by various factors including economic instability, climate change, and ongoing conflicts. These issues disrupt food supply chains and inflate prices, making access to sufficient and nutritious food increasingly difficult for vulnerable populations. Urgent and coordinated efforts are required to address the underlying causes and mitigate the growing crisis. <br><br><b>Recommendations:</b><br><br> To address the food security crisis in the Eastern Region of El Salvador, it is recommended to strengthen food assistance programs and improve access to basic necessities to support the most vulnerable populations. Additionally, implementing sustainable agricultural practices and infrastructure improvements to mitigate the impacts of droughts and floods is crucial. Support for livelihood diversification and income-generating activities will help reduce reliance on subsistence agriculture and improve long-term resilience.","Economic instability, climate change, and conflict worsening global food insecurity crisis.",IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151958/?iso3=SLV,," This IPC/CH analysis covers a partial area of El Salvador, : Dry Corridor.. Refer to the source documents for clarity on coverage and time series comparability, as coverage of previous analyses may be different. Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRINMs#SLV,2018-11-01,0.1.0
SOM,Somalia,Southern and Eastern Africa,True,ipc_food_insecurity,2017-01-01 00:00:00,Medium concern,0.24,https://mcusercontent.com/ea3f905d50ea939780139789d/images/082ffe8d-b283-2397-642e-c841e6773bc8.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/4e7f3cf6-6e4e-159e-61c6-635fccf1a6bc.png,,,"<b>Overview:</b><br><br> Food insecurity in Somalia has worsened, with acute malnutrition levels among children under five increasing significantly. Recent surveys reveal that a high number of children are acutely malnourished, with a critical prevalence of Global Acute Malnutrition in almost half of the surveyed groups and alarming levels of Severe Acute Malnutrition in a significant portion of the population. This situation indicates an elevated risk of morbidity and mortality among affected children. <br><br><b>Recommendations:</b><br><br> To address the worsening food security situation in Somalia, it is recommended to scale up immediate humanitarian assistance to reach populations in need, ensure the availability of both food and water resources through potential support programs, and enhance measures to boost rural employment opportunities. Additionally, improving monitoring and assessment capabilities can provide timely data for responsive planning and interventions, especially in anticipating and mitigating future crises.",Worsening food insecurity fuels severe malnutrition crisis among Somali children.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1141006/,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRINEc#SOM,2017-01-01,0.1.0
SOM,Somalia,Southern and Eastern Africa,True,ipc_food_insecurity,2017-07-01 00:00:00,High concern,0.07,https://mcusercontent.com/ea3f905d50ea939780139789d/images/2e7352bd-f400-667b-d0fb-1d784d783615.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/16ecd01b-28c5-fa2d-b324-9d8bc7d05f2a.png,,,"<b>Overview:</b><br><br> The populations in Crisis and Emergency (IPC Phases 3 and 4) across various regions, including pastoral and agropastoral areas and displaced populations, are currently the focus for food security and livelihood support programs. Particularly, those in IPC Phase 4 are of high concern due to the elevated risk of mortality. Most affected areas include Guban Pastoral, Hawd, Northern Inland Pastoral, East Golis, Addun, Southern Agropastoral, and displaced groups in Dhusamareb, Mogadishu, Baidoa, and Dollo. <br><br><b>Recommendations:</b><br><br> To address the acute food insecurity in Somalia, it is recommended to increase humanitarian assistance, improve access to livelihood opportunities, and stabilize local markets. Additionally, efforts should focus on mitigating the impacts of drought and trade disruptions, and on supporting urban and internally displaced populations by enhancing social safety nets and reducing living costs. Addressing these key areas will help stabilize food prices and income to protect the most vulnerable groups from further food insecurity.",Populations in Crisis and Emergency phases face heightened mortality risk.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1140328/?iso3=SOM,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRINEM#SOM,2017-07-01,0.1.0
SOM,Somalia,Southern and Eastern Africa,True,ipc_food_insecurity,2018-01-01 00:00:00,Medium concern,0.27,https://mcusercontent.com/ea3f905d50ea939780139789d/images/c9131e17-a49e-dd67-631a-3c53cb1aeb20.png,https://mcusercontent.com/ea3f905d50ea939780139789d/images/33184af6-3adf-553b-a8ec-baad09f7b671.png,,,"<b>Overview:</b><br><br> The February 2018 Food Security Outlook for Somalia has refrained from making specific recommendations. For a detailed understanding and context, downloading the full outlook is advised. <br><br><b>Recommendations:</b><br><br> To address the food security situation, it is crucial to maintain and expand large-scale humanitarian assistance particularly in regions with Crisis (IPC Phase 3) or Emergency (IPC Phase 4) outcomes. Enhancing food availability through supporting agricultural practices and milk production can further stabilize improvements observed post-Deyr. Special attention should be given to regions with a critical prevalence of Global Acute Malnutrition (GAM), ensuring adequate nutrition and health interventions for the affected populations, especially vulnerable children.",Urgent humanitarian aid needed in Crisis and Emergency food security regions.,IPC analyses,https://data.humdata.org/dataset/global-acute-food-insecurity-country-data,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1140217/?iso3=SOM,,"Access the data directly <a href=""https://data.humdata.org/dataset/global-acute-food-insecurity-country-data"">on HDX</a>, and see the <a href=""{source_url}"">IPC webmap</a> for more information.",http://eepurl.com/iRING6#SOM,2018-01-01,0.1.0
